Symbol,Company Name,Industry,Prior Close,5 Day Chg_x by %,4 Week Chg_x by %,52 Week Chg by %,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,Vs. S&P 500 4 Weeks by %,Vs. S&P 500 13 Weeks by %,Vs. S&P 500 52 Weeks by %,P/E Ratio (TTM)* by x,Price/Sales Ratio by x,Price/Book Ratio by x,Price/Cash Flow by x,Debt to Capital by x,Return on Equity by %,Return on Assets by %,EPS Growth CFY* by %,EPS Growth NFY* by %,Revenue Growth CFY* by %,Revenue Growth NFY* by %,Dividend Yield by %,Dividend Growth 5 Year by %
AWK,American Water Works Co Inc,Water Utilities,144.27,1.05,-2.00,19.00,0,1,0,-1,0,0,0,1,-8.81,15.44,-3.66,25.83,5.75,2.63,14.66,57.81,10.43,3.33,7.74,7.36,7.25,6.28,2.33,8.96
AMWL,American Well Corp,Healthcare Providers & Services,7.25,-1.07,-1.00,-27.00,-1,0,,0.5,0,-1,0,1,-11.38,-35.75,-32.22,--,0.45,0.39,0.00,0.00,-44.04,-31.94,44.67,21.35,0.75,7.04,0.00,0.00
COLD,Americold Realty Trust Inc,Residential & Commercial REITs,20.12,-4.89,-9.00,-11.00,0,0,,-1,0,-1,1,1,-20.23,-19.68,-38.53,--,1.85,1.53,20.60,53.95,-3.56,-1.55,0.00,0.00,0.00,0.00,5.37,1.92
AMP,"Ameriprise Financial, Inc.",Investment Banking & Investment Services,468.38,-2.18,-3.00,14.00,1,1,1,1,0,1,0.5,1,0.64,-1.63,5.41,17.28,2.68,8.95,0.00,88.52,58.11,1.67,6.96,7.70,2.74,4.94,1.26,8.73
ABCB,Ameris Bancorp,Banking Services,56.96,-3.11,-2.00,47.00,0,0,0,1,0,1,1,-1,1.34,-0.98,12.45,11.37,3.64,1.10,10.11,0.00,10.19,1.43,6.37,8.43,4.09,6.16,1.30,5.39
AME,Ametek Inc,"Machinery, Equipment & Components",166.29,-0.93,-2.00,-6.00,1,0,0,1,0,0,0.5,1,0.23,-0.96,-6.86,29.24,5.94,4.13,22.80,16.23,14.96,9.53,3.51,7.36,1.54,4.66,0.69,14.87
AMN,AMN Healthcare Services Inc,Healthcare Providers & Services,19.35,-3.17,-19.00,-66.00,-1,0,0,0.5,0,0,0,1,9.44,-12.18,-65.49,--,0.29,1.16,214.98,58.21,-21.08,-6.28,-66.77,30.91,-11.02,2.02,0.00,0.00
AP,Ampco-Pittsburgh Corp,Metals & Mining,1.87,32.74,-9.00,-6.00,-1,0,,1,0,0,,,38.07,57.07,72.49,13.95,0.15,0.93,2.41,62.10,7.11,1.17,0.00,0.00,0.00,0.00,0.00,0.00
APH,Amphenol Corp,Electronic Equipment & Parts,75.88,-0.83,14.00,26.00,0,0,1,1,0,1,1,1,5.28,28.70,15.11,41.32,6.15,10.01,30.89,40.86,27.53,13.29,40.74,9.77,32.94,7.61,0.77,18.04
AMPY,Amplify Energy Corp,Oil & Gas,2.93,-7.90,-31.00,-64.00,0,0,,0.5,0,0,1,1,-0.94,-46.44,-61.05,6.83,0.37,0.27,2.19,23.68,3.96,2.25,0.00,0.00,0.00,0.00,0.00,0.00
AMPX,Amprius Technologies Inc,"Machinery, Equipment & Components",2.54,-7.69,-9.00,47.00,0,0,,0,0,,1,1,-4.98,-20.52,56.80,--,9.17,4.32,0.00,0.00,-67.76,-39.57,0.00,0.00,0.00,0.00,0.00,0.00
AXR,AMREP Corp,Construction & Engineering,23.52,-6.52,11.00,6.00,0,0,,0,0,,,1,-8.48,-17.47,0.59,9.14,2.01,0.93,8.88,0.02,10.82,10.46,0.00,0.00,0.00,0.00,0.00,0.00
HKD,AMTD Digital Inc - ADR,Software & IT Services,2.10,0.76,-1.00,-34.00,0,0,,0,0,,,,-9.96,-16.94,-52.79,--,0.00,22.76,0.00,61.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AMTD,AMTD IDEA Group - ADR,Investment Banking & Investment Services,0.99,-4.22,-7.00,-41.00,0,0,,0,0,,,,-10.07,-9.46,-48.95,1.39,3.01,0.04,0.00,14.27,3.25,3.01,0.00,0.00,0.00,0.00,0.00,0.00
AOMR,Angel Oak Mortgage REIT Inc,Banking Services,9.38,-9.80,-11.00,-22.00,0,0,,,0,,,,0.39,-5.83,-31.38,6.06,5.57,0.85,0.00,89.36,14.09,1.48,0.00,0.00,0.00,0.00,14.05,0.00
AU,Anglogold Ashanti PLC,Metals & Mining,41.24,6.01,7.00,66.00,-1,0,,1,0,,0.5,1,-0.74,40.23,57.70,--,0.00,3.19,0.00,20.56,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00
BUD,Anheuser-Busch Inbev SA  (ADR),Beverages,65.12,1.23,5.00,8.00,0,1,0,1,1,1,1,1,-2.52,34.66,-4.75,20.20,2.09,0.00,9.20,0.00,0.00,0.00,6.52,13.03,0.96,5.04,1.54,0.00
NLY,Annaly Capital Management Inc,Residential & Commercial REITs,19.49,-4.97,-7.00,2.00,0,1,1,-1,0,0,0.5,1,-7.06,-9.74,-14.46,21.30,2.05,0.98,20.42,87.14,4.77,0.69,6.67,1.39,8.41,0.30,14.95,-9.99
ANVS,Annovis Bio Inc,Biotechnology & Medical Research,1.55,23.08,-5.00,-91.00,-1,0,,1,0,-1,0.5,1,19.07,-2.33,-75.30,--,0.00,1.69,0.00,0.00,-280.78,-168.22,0.00,0.00,0.00,0.00,0.00,0.00
AM^H13,Antero Midstream Corp,Oil & Gas Related Equipment and Services,17.03,-1.86,-6.00,19.00,0,0,0,1,-1,0,-0.5,1,2.29,16.98,14.56,21.52,7.93,4.25,14.22,59.83,19.68,7.26,0.00,0.00,0.00,0.00,4.86,-5.98
AR,Antero Resources Corp,Oil & Gas,35.93,-2.93,-11.00,5.00,-1,0,0,1,1,0,0.5,1,6.14,3.50,4.00,54.92,2.66,1.69,11.66,14.82,3.21,1.99,817.65,28.21,26.45,5.94,0.00,0.00
HOUS,Anywhere Real Estate Inc,Real Estate Operations,3.11,-12.50,-8.00,-39.00,-1,0,-1,0,0,-1,-0.5,,-2.17,-12.65,-39.81,--,0.06,0.24,4.62,65.05,-6.84,-1.95,0.00,237.50,2.53,5.98,0.00,0.00
AON,Aon PLC,Insurance,343.47,-0.91,-15.00,18.00,0,0,1,-1,0,-1,0.5,1,-8.61,-5.34,13.40,30.27,4.69,10.96,22.05,70.79,74.17,5.73,8.01,12.58,9.92,6.12,0.84,8.95
AIV,Apartment Investment and Management Co,Residential & Commercial REITs,7.77,-4.16,-12.00,-4.00,0,0,0,-1,0,-1,,1,-5.02,-8.58,-7.39,--,5.27,9.73,0.00,79.94,-47.59,-5.04,0.00,0.00,0.00,0.00,0.00,0.00
APG,APi Group Corp,Construction & Engineering,37.36,-0.13,4.00,-2.00,0,0,,1,0,0,1,1,15.14,17.11,15.08,89.57,1.77,4.24,27.64,50.46,5.34,3.14,0.00,0.00,0.00,0.00,0.00,0.00
ARI,Apollo Commercial Real Estate Financ Inc,Residential & Commercial REITs,9.39,-2.93,-5.00,-15.00,0,0,0,0.5,0,0,0,0,-0.85,0.83,-15.90,--,1.73,0.72,165.18,78.55,-0.22,0.12,102.33,9.20,-2.78,19.41,10.42,-10.78
APO^A10,Apollo Global Management Inc,Collective Investments ,136.36,-9.15,-3.00,19.00,0,1,0,1,0,1,1,1,-7.88,-12.64,4.38,23.14,3.38,4.50,11.34,29.67,22.50,1.52,4.58,20.59,-28.84,18.57,1.56,-2.09
APLE,Apple Hospitality REIT Inc,Residential & Commercial REITs,11.94,-3.58,-8.00,-21.00,1,0,1,0.5,0,0,0.5,1,-8.79,-20.59,-27.75,14.59,1.93,0.86,7.21,33.89,5.84,3.83,-14.61,3.95,-0.61,2.32,8.29,-4.36
AIT,Applied Industrial Technologies Inc,"Machinery, Equipment & Components",238.38,-3.83,6.00,32.00,1,0,0,1,0,1,1,1,-12.35,-11.39,1.87,22.39,1.89,4.66,18.76,23.85,22.23,13.02,1.12,7.14,1.33,6.46,0.82,3.37
ATR,Aptargroup Inc,Containers & Packaging,149.70,1.10,1.00,4.00,1,0,1,1,0,1,1,1,-2.90,11.83,-4.36,28.65,2.91,4.08,16.29,28.29,15.15,8.25,4.61,9.83,3.25,5.24,1.15,3.91
APTV,Aptiv PLC,Automobiles & Auto Parts,56.28,-1.66,-8.00,-21.00,1,1,0,1,-1,1,0.5,1,14.19,3.71,-25.55,11.09,0.74,1.67,5.59,46.01,15.52,6.99,12.94,10.33,-0.50,4.00,0.00,0.00
ARMK,Aramark,Hotels & Entertainment Services,33.02,1.43,-4.00,2.00,1,0,0,1,0,1,1,1,10.61,10.45,9.01,29.95,0.58,3.38,12.75,68.29,11.77,2.67,25.16,17.53,7.04,5.23,1.08,-2.89
ABR,Arbor Realty Trust Inc,Residential & Commercial REITs,11.51,-17.71,-4.00,-12.00,1,0,1,0.5,0,0,0,1,-25.03,-32.51,-39.93,9.37,1.27,0.72,7.67,76.00,8.09,1.78,-33.33,-3.45,-11.50,8.96,13.45,8.57
MT,ArcelorMittal SA (ADR),Metals & Mining,30.26,-3.45,3.00,17.00,0,0,,-0.5,0,-1,1,1,-4.36,12.05,5.45,19.49,0.42,0.45,6.62,18.44,2.30,1.34,30.85,27.20,-3.53,2.89,1.84,20.11
ACHR,Archer Aviation Inc,Aerospace & Defense,8.53,-13.04,18.00,114.00,0,0,,1,0,0,1,1,16.26,9.57,181.56,--,0.00,5.75,0.00,5.96,-73.89,-59.54,0.00,0.00,0.00,0.00,0.00,0.00
ADM,Archer-Daniels-Midland Co,Food & Tobacco,48.05,-1.84,1.00,-20.00,0,0,0,1,0,0,-0.5,1,-7.69,7.89,-29.62,17.05,0.27,1.04,9.22,33.08,6.03,2.50,-15.82,13.03,-1.35,2.73,4.25,7.39
AROC,Archrock Inc,Oil & Gas Related Equipment and Services,24.69,-4.15,-8.00,21.00,0,0,0,1,0,-1,1,1,-4.63,-5.82,12.71,20.55,3.50,3.18,10.44,62.99,17.89,6.11,54.29,13.58,27.50,8.41,3.10,3.88
ARCO,Arcos Dorados Holdings Inc,Hotels & Entertainment Services,7.65,0.95,-7.00,-30.00,1,0,,1,1,1,1,1,-6.62,-7.76,-33.73,11.73,0.35,3.02,4.99,70.14,26.84,4.18,-2.82,17.39,4.84,8.01,4.02,17.43
ACA,Arcosa Inc,Construction & Engineering,80.17,-3.98,0.00,4.00,1,0,1,1,0,0,1,1,-1.14,-8.20,-9.84,53.06,1.59,1.69,14.58,40.72,3.24,1.82,0.00,0.00,0.00,0.00,0.24,0.00
RCUS,Arcus Biosciences Inc,Biotechnology & Medical Research,8.25,2.45,2.00,-47.00,0,0,0,0.5,1,-1,1,1,-1.98,-14.39,-52.38,--,6.59,1.75,0.00,8.29,-63.17,-31.93,0.00,0.00,0.00,0.00,0.00,0.00
AMBP,Ardagh Metal Packaging SA,Containers & Packaging,3.71,2.12,25.00,-7.00,0,0,,0,0,,0,1,0.40,47.68,-12.35,--,0.46,0.00,5.34,105.98,0.00,0.08,0.00,0.00,0.00,0.00,10.39,0.00
ARDT,Ardent Health Partners Inc,Healthcare Providers & Services,12.54,-2.82,-5.00,0.00,0,0,,0,1,,1,,10.63,4.43,0.00,9.25,0.35,1.80,4.60,41.47,23.97,6.58,0.00,0.00,0.00,0.00,0.00,0.00
ASC,Ardmore Shipping Corp,Oil & Gas Related Equipment and Services,9.55,-3.33,-6.00,-43.00,1,0,,1,0,1,0.5,1,-3.91,-1.45,-62.11,4.20,1.04,0.64,2.95,3.11,16.26,14.97,-69.72,47.67,-25.45,-24.19,10.43,0.00
AACT,Ares Acquisition Corporation II,Holding Companies,11.24,0.09,1.00,6.00,0,0,,0,0,,,,-5.53,6.89,-3.79,31.24,0.00,1.33,30.92,0.93,4.34,4.15,0.00,0.00,0.00,0.00,0.00,0.00
ACRE,Ares Commercial Real Estate Corp,Residential & Commercial REITs,3.92,-4.79,-19.00,-44.00,-1,0,,1,0,0,-0.5,0,12.32,-4.10,-40.35,--,1.56,0.46,0.00,63.54,-2.33,-0.73,0.00,47.62,-24.44,0.59,13.13,-5.40
ARDC,Ares Dynamic Credit Allocation Fund Inc,Collective Investments ,13.51,-1.20,-4.00,-3.00,0,0,,0.5,0,,,,-2.07,-3.91,-9.99,8.66,6.66,0.95,0.00,39.50,11.18,6.89,0.00,0.00,0.00,0.00,9.91,0.00
ARES,Ares Management Corp,Investment Banking & Investment Services,153.38,-5.23,6.00,15.00,-1,0,,1,0,0,1,1,-1.87,-6.83,0.34,90.23,12.24,17.43,45.30,59.03,14.93,3.99,29.47,26.07,13.83,23.62,2.80,24.57
AGX,Argan Inc,Construction & Engineering,151.88,7.45,10.00,145.00,0,0,,1,0,1,0.5,1,24.39,44.70,164.26,32.25,3.07,7.63,29.36,0.00,26.59,11.92,-6.02,26.47,9.32,18.31,0.76,6.19
ARIS,Aris Water Solutions Inc,Professional & Commercial Services  ,26.26,0.39,-19.00,73.00,0,0,,0.5,0,-1,0.5,1,-13.47,-15.04,42.47,28.39,3.06,3.39,10.02,39.03,7.00,4.22,0.00,0.00,0.00,0.00,2.39,0.00
ANET,Arista Networks Inc,Communications & Networking,78.31,-3.65,0.00,18.00,1,1,1,1,1,1,0.5,1,15.42,-6.26,6.27,39.16,15.63,11.49,37.64,0.00,33.68,24.16,12.33,16.47,19.43,17.49,0.00,0.00
ARLO,Arlo Technologies Inc,Other Specialty Retailers,9.90,-1.60,-3.00,-16.00,0,0,-1,1,0,0,1,1,30.80,26.42,0.14,--,2.77,13.56,0.00,0.00,-21.34,-7.40,0.00,0.00,0.00,0.00,0.00,0.00
AHH,Armada Hoffler Properties Inc,Residential & Commercial REITs,6.82,-6.57,-10.00,-36.00,0,0,0,0.5,0,0,0.5,1,-5.42,-20.71,-46.00,90.12,1.11,1.13,6.69,61.93,1.63,0.81,-64.71,8.33,-1.06,2.00,8.20,-9.21
ARR,"ARMOUR Residential REIT, Inc.",Residential & Commercial REITs,16.42,-4.83,-6.00,-14.00,0,0,1,0.5,0,0,0,0,-2.13,-11.82,-23.74,--,2.29,0.77,0.00,88.00,-0.92,-0.01,-3.80,0.85,817.69,15.62,18.06,-23.23
AWI,Armstrong World Industries Inc,Homebuilding & Construction Supplies,138.92,-2.35,-1.00,18.00,1,0,0,1,0,1,0.5,1,5.24,8.82,22.72,24.87,4.49,8.49,17.63,41.22,38.60,15.46,10.94,12.57,10.56,5.97,0.79,9.63
ARW,Arrow Electronics Inc,Semiconductors & Semiconductor Equipment ,112.97,-1.19,8.00,-13.00,0,0,0,1,0,0,-0.5,1,-0.19,11.21,-19.00,16.40,0.22,1.04,11.29,32.16,6.68,1.87,-2.08,45.55,4.39,5.94,0.00,0.00
AJG,Arthur J. Gallagher & Co.,Insurance,323.81,-0.83,-5.00,38.00,0,1,1,-1,0,0,0.5,1,-4.99,8.05,18.28,51.58,7.14,3.85,35.00,36.93,9.27,2.32,9.91,22.63,23.33,22.91,0.78,6.69
APAM,Artisan Partners Asset Management Inc,Investment Banking & Investment Services,37.22,-6.84,-5.00,-12.00,0,0,0,1,0,1,0.5,1,4.29,-1.58,-16.22,11.41,2.96,9.34,9.50,28.43,69.77,23.58,-7.89,3.36,1.46,5.26,6.59,3.63
AORT,Artivion Inc,Healthcare Equipment & Supplies,23.73,-1.76,-2.00,16.00,0,0,0,1,0,0,1,1,12.03,3.41,8.81,--,3.12,4.13,518.26,51.97,-7.25,-2.72,0.00,309.09,9.98,10.39,0.00,0.00
ASA,ASA Gold and Precious Metals Ltd,Collective Investments ,30.32,6.49,-2.00,70.00,0,0,,1,0,,,,-5.27,23.00,181.21,9.54,269.59,2.47,0.00,0.00,29.60,29.52,0.00,0.00,0.00,0.00,0.16,0.00
ASAN,Asana Inc,Software & IT Services,15.97,-2.05,8.00,6.00,0,0,,1,-1,0,0,0,3.99,-15.52,5.23,--,5.76,18.12,0.00,14.73,-92.26,-27.58,0.00,73.68,8.05,9.67,0.00,0.00
ABG,Asbury Automotive Group Inc,Other Specialty Retailers,224.45,-3.03,2.00,1.00,0,0,0,0.5,0,0,0,1,-3.96,-17.48,-12.31,10.78,0.26,1.23,9.08,55.89,11.92,4.08,-1.62,-1.98,3.84,3.97,0.00,0.00
ASX^D18,ASE Technology Holding Co Ltd (ADR),Semiconductors & Semiconductor Equipment ,8.74,-2.76,0.00,-13.00,0,0,,1,0,,,1,7.11,-7.46,-17.96,19.01,1.05,2.07,6.60,39.49,11.41,4.92,0.00,0.00,0.00,0.00,3.20,0.00
ASGN,ASGN Inc,Software & IT Services,51.06,-3.20,-18.00,-47.00,0,0,0,0.5,0,0,0.5,1,-1.67,-18.84,-49.36,15.51,0.59,1.33,9.30,41.70,8.65,4.40,-14.94,15.54,-3.76,3.31,0.00,0.00
AHT,Ashford Hospitality Trust Inc,Residential & Commercial REITs,6.20,-7.69,0.00,-54.00,-1,0,,0.5,0,-1,0,0,-11.71,-26.52,-57.08,--,0.03,0.00,0.00,107.81,0.00,-4.82,-725.56,0.00,-4.41,-0.47,0.00,0.00
ASH,Ashland Inc,Chemicals,53.41,-3.14,-10.00,-45.00,0,1,0,0.5,0,0,0.5,1,-11.99,-19.91,-54.36,--,1.17,0.89,16.45,35.13,-3.02,-1.54,-12.58,22.62,-12.34,2.47,3.32,8.52
ASPN,Aspen Aerogels Inc,Chemicals,5.57,12.83,-16.00,-66.00,0,0,,0.5,0,0,1,1,10.39,-17.51,-78.46,--,1.21,1.68,0.00,33.03,-70.97,-45.66,0.00,0.00,-35.49,27.09,0.00,0.00
ASB,Associated Banc-Corp,Banking Services,22.47,-5.10,0.00,4.00,0,0,0,1,0,0,0,1,-1.60,-3.71,-2.35,27.09,3.61,0.85,19.99,0.00,3.10,0.34,6.30,7.11,10.83,5.79,3.99,5.22
AC,Associated Capital Group Inc,Investment Banking & Investment Services,35.00,0.24,-9.00,8.00,0,0,,0,0,,,,0.27,2.22,4.47,20.98,64.79,0.89,20.58,0.96,4.20,4.06,0.00,0.00,0.00,0.00,0.53,0.00
AIZ,Assurant Inc,Insurance,192.29,-3.24,-8.00,10.00,0,0,1,0.5,0,1,1,1,-6.20,0.57,3.44,15.06,0.81,1.87,11.07,28.47,13.20,1.97,-1.14,18.42,5.84,4.49,1.66,4.02
AGO,Assured Guaranty Ltd.,Insurance,87.97,-2.98,0.00,11.00,1,0,0,1,0,0,0.5,0,-8.92,-3.43,0.42,9.92,4.68,0.74,0.00,23.11,7.92,3.85,11.69,-10.47,-7.36,-7.45,1.62,10.94
T,AT&T Inc,Telecommunications Services,27.26,-0.37,-5.00,60.00,1,1,0,-1,1,0,1,1,-7.14,9.04,41.35,16.72,1.59,1.89,5.80,50.87,11.28,3.31,-8.85,9.22,1.54,1.37,4.08,-11.46
ATH/PRA,Athene Holding Ltd,Collective Investments ,0.00,-0.76,0.00,0.00,1,0,,0,0,,,,-6.55,-0.12,-10.52,0.00,0.25,274.20,0.00,18.49,15.82,1.19,0.00,0.00,0.00,0.00,6.74,0.00
ATI,ATI Inc,Aerospace & Defense,53.85,0.17,4.00,3.00,0,0,-1,1,0,0,1,1,34.52,29.20,15.03,27.19,2.38,5.66,18.56,48.85,25.42,8.32,21.14,25.17,6.44,7.64,0.00,0.00
ATKR,Atkore Inc,"Machinery, Equipment & Components",63.47,-5.20,6.00,-65.00,1,0,,1,0,0,0.5,1,-4.19,2.46,-61.50,12.67,0.74,1.57,7.06,35.19,12.73,6.56,-56.01,-0.78,-10.62,2.24,2.01,0.00
AUB,Atlantic Union Bankshares Corp,Banking Services,27.49,-5.75,-12.00,-17.00,0,0,0,0.5,0,0,0.5,0,4.10,-16.42,-20.41,13.64,4.88,0.82,17.88,0.00,6.88,0.91,10.58,26.73,64.25,15.91,4.64,6.25
ATCO/PRD,Atlas Corp,Freight & Logistics Services,0.00,0.42,0.00,0.00,0,0,,0,0,,,,-6.84,4.11,-7.78,0.00,0.15,1.03,0.30,66.96,13.83,4.14,0.00,0.00,0.00,0.00,7.93,31.79
AESI,Atlas Energy Solutions Inc,Construction Materials,14.39,-1.72,-20.00,-39.00,0,0,0,-1,0,-1,0.5,1,-16.79,-39.74,-51.96,40.80,1.34,1.19,8.95,29.07,2.90,1.62,5.45,74.14,12.57,6.83,7.73,0.00
ATO,Atmos Energy Corp,Natural Gas Utilities,158.73,-0.44,4.00,35.00,0,1,1,1,1,1,0.5,1,-8.69,10.16,20.38,21.60,5.50,1.88,13.40,39.30,9.18,4.46,5.71,7.89,12.02,12.60,2.24,8.92
ATMU,Atmus Filtration Technologies Inc,Automobiles & Auto Parts,34.54,-4.90,-9.00,9.00,0,0,,1,0,1,1,,0.14,-2.02,11.45,16.57,1.83,11.42,14.34,68.97,95.48,15.85,0.00,0.00,0.00,0.00,0.55,0.00
RERE,ATRenew Inc (ADR),Diversified Retail,2.45,-4.98,-18.00,21.00,0,0,,0,0,,,1,2.32,-3.59,-2.98,36.49,0.24,1.13,17.94,6.99,3.44,3.71,0.00,0.00,0.00,0.00,0.00,0.00
AUNA,Auna SA,Healthcare Providers & Services,7.13,-1.87,-5.00,-1.00,0,0,,0,1,,,1,-8.14,-13.64,-30.15,11.64,0.42,1.22,4.78,69.09,10.07,2.27,0.00,0.00,0.00,0.00,0.00,0.00
ATHM,Autohome Inc (ADR),Software & IT Services,27.94,-3.42,0.00,7.00,1,0,,-1,0,0,0.5,1,-16.76,-13.71,-18.73,13.74,3.31,0.88,12.81,0.00,6.53,5.30,-10.21,1.06,-2.89,2.08,6.92,0.00
ALV,Autoliv Inc,Automobiles & Auto Parts,92.11,-0.30,2.00,-25.00,1,0,0,1,0,1,1,1,2.46,6.33,-26.85,11.61,0.75,3.31,7.23,47.13,28.70,8.38,5.17,19.89,-2.22,3.93,2.78,2.01
AN,AutoNation Inc,Other Specialty Retailers,171.71,-5.30,10.00,3.00,0,1,0,1,1,1,0.5,1,-2.20,-0.03,-2.70,10.70,0.25,2.85,7.39,67.73,28.45,5.34,6.36,6.84,1.48,2.51,0.00,0.00
AZO,Autozone Inc,Other Specialty Retailers,"3,617.91",2.68,-4.00,23.00,1,0,0,1,1,0,1,1,0.38,18.63,26.44,25.83,3.46,0.00,20.29,197.03,0.00,14.97,0.43,13.38,1.65,6.24,0.00,0.00
AVB,AvalonBay Communities Inc,Residential & Commercial REITs,207.80,-2.78,-4.00,7.00,0,1,-1,0.5,0,1,0.5,1,-9.23,-4.60,-8.12,24.88,9.66,2.39,14.24,41.12,9.67,5.47,-23.82,-0.69,4.58,5.22,3.50,0.62
AVNS,Avanos Medical Inc,Healthcare Equipment & Supplies,12.70,-2.12,-11.00,-32.00,0,0,0,0.5,-1,0,0,1,-6.49,-15.58,-44.32,--,0.84,0.69,0.00,11.34,-36.78,-27.46,-30.33,41.18,-2.08,3.32,0.00,0.00
AVTR,Avantor Inc,Healthcare Equipment & Supplies,12.49,0.16,-20.00,-46.00,0,0,1,0.5,0,-1,0.5,1,-22.11,-23.00,-52.86,12.25,1.31,1.44,7.82,40.24,12.52,5.70,0.00,0.00,0.00,0.00,0.00,0.00
AVY,Avery Dennison Corp,Containers & Packaging,170.23,-0.86,-3.00,-22.00,0,0,0,0.5,0,0,0.5,1,-2.50,2.46,-28.55,20.73,1.61,6.53,13.93,61.45,31.95,8.41,2.23,11.41,1.07,3.97,2.09,8.83
AVNT,Avient Corp,Chemicals,33.28,-4.87,-10.00,-23.00,0,0,-1,0.5,0,0,0.5,1,0.74,-13.95,-26.65,33.38,1.02,1.44,11.72,47.20,4.33,1.73,4.89,12.54,1.03,4.10,2.99,5.72
AVA,Avista Corp,Multiline Utilities,41.33,-0.52,0.00,16.00,0,0,0,-1,0,0,-0.5,1,-13.17,6.59,-7.71,16.22,1.58,1.16,6.62,52.97,7.25,2.40,10.48,8.30,-6.42,4.29,5.14,4.16
AXTA,Axalta Coating Systems Ltd,Chemicals,31.74,-2.50,-3.00,2.00,1,0,0,0.5,0,0,0.5,1,-8.18,-10.99,-18.71,15.46,1.32,3.32,9.41,61.70,23.59,6.22,7.66,9.88,0.36,3.45,0.00,0.00
AXS,AXIS Capital Holdings Ltd,Insurance,95.96,-1.34,-5.00,56.00,1,0,,1,0,1,1,1,-2.10,12.74,25.17,9.90,1.29,1.47,8.85,18.23,16.49,2.65,1.70,9.59,6.72,8.02,1.76,1.92
AX,Axos Financial Inc,Banking Services,62.84,-4.19,-1.00,18.00,1,0,1,1,0,1,1,1,3.30,6.97,4.42,9.47,3.20,1.52,8.61,0.00,17.80,1.83,-4.05,3.40,5.57,4.76,0.00,0.00
AZEK,Azek Company Inc,Homebuilding & Construction Supplies,49.17,-3.04,-1.00,7.00,0,0,,1,0,0,0.5,1,-5.58,8.17,-3.89,48.24,4.71,4.92,25.36,26.78,10.62,6.57,0.00,0.00,0.00,0.00,0.00,0.00
AZUL,Azul SA (ADR),Passenger Transportation Services,0.88,-19.64,-51.00,-85.00,0,0,,-1,0,,0.5,,-62.61,-74.94,-92.90,--,0.05,0.00,0.00,482.75,0.00,-27.47,0.00,0.00,0.00,0.00,0.00,0.00
AZZ,AZZ Inc,Metals & Mining,86.86,-2.48,1.00,19.00,0,0,1,1,0,0,1,1,-0.70,-3.92,-3.13,56.40,1.70,2.56,12.77,45.10,6.01,5.83,13.46,9.49,6.58,3.20,0.76,0.00
BGS,B&G Foods Inc,Food & Tobacco,6.77,-9.19,2.00,-39.00,0,0,0,-1,0,-1,0,1,-44.00,-33.73,-61.48,--,0.17,0.63,0.00,79.63,-32.48,-6.66,-20.00,8.93,-3.57,0.02,18.77,-11.81
BW,Babcock & Wilcox Enterprises Inc,"Machinery, Equipment & Components",0.42,-17.67,-45.00,-62.00,-1,0,,0,0,,0.5,-1,54.76,-39.79,-45.96,--,0.10,0.00,0.00,250.64,0.00,-8.57,75.32,0.00,6.51,10.16,0.00,0.00
BMI,Badger Meter Inc,"Machinery, Equipment & Components",215.78,-0.21,14.00,17.00,1,1,0,1,-1,1,0.5,1,5.19,16.96,11.02,53.65,8.42,11.18,43.06,0.00,22.80,16.34,15.84,12.04,11.93,8.15,0.56,13.77
BCSF,Bain Capital Specialty Finance Inc,Investment Banking & Investment Services,15.54,-1.81,-7.00,-6.00,1,0,,0.5,0,0,0.5,1,-7.39,-14.30,-13.04,8.72,3.47,0.86,0.00,55.91,9.87,4.32,0.00,0.00,0.00,0.00,14.77,2.27
BKKT,Bakkt Holdings Inc,Financial Technology (Fintech) & Infrastructure,9.51,-4.76,9.00,0.00,-1,0,,1,0,0,,,10.22,-17.28,-29.88,--,0.04,3.71,0.00,5.79,-60.94,-7.53,0.00,0.00,0.00,0.00,0.00,0.00
BALL,Ball Corp,Containers & Packaging,50.51,-0.09,-2.00,-28.00,1,0,0,1,1,0,0.5,1,-0.91,10.67,-30.92,30.35,1.23,2.71,13.36,54.67,8.23,2.66,11.67,12.71,3.10,2.84,1.50,7.78
BALY,Bally's Corp,Hotels & Entertainment Services,12.76,-11.44,20.00,0.00,0,0,,0,0,,0,,-36.03,-41.99,0.00,--,0.19,0.59,0.00,81.01,-65.87,-5.81,0.00,0.00,0.00,0.00,0.00,0.00
BANC,Banc of California Inc,Banking Services,13.12,-3.95,-7.00,-8.00,0,0,0,1,0,0,1,1,-3.47,-6.07,-12.32,21.35,2.03,0.76,10.46,0.00,3.71,0.43,50.00,37.50,10.46,10.50,2.89,5.23
BBAR,Banco Bbva Argentina SA (ADR),Banking Services,20.71,-0.56,13.00,129.00,0,0,,1,1,-1,,1,-4.73,9.61,111.41,13.97,1.93,1.91,11.44,0.00,17.73,3.43,-5.29,51.96,-17.55,19.74,0.00,0.00
